A_source_id,A_content,A_author_id,A_rating,A_language,A_likes,A_replies,A_posted_at,B_id,B_platform,B_target_id,B_target_meta,B_extra_json,B_fetched_at,C_sentiment,C_sentiment_score,C_sentiment_confidence,C_topic,C_sub_topics,C_analyzed_at
"231651994","建议和朋友玩，或者花钱买优先账户，要不然队友很菜","76561198722779582","1","schinese","0","0","2026-07-30T17:05:08","11","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 5856, ""playtime_at_review"": 5645, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.316401","negative","-0.3","0.8","游戏性","[""队友质量"", ""付费建议""]","2026-07-31T14:36:41.631243"
"231651379","游戏没问题，不过我就一句话，开挂的就别玩了，知道你现实阳痿，电子阳痿，还开个挂就和吃西地那非一样，别骗自己了","76561199877831728","1","schinese","0","0","2026-07-30T16:52:03","12","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 61951, ""playtime_at_review"": 61880, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.316583","negative","-0.6","0.8","其他","[""作弊行为"", ""玩家素质""]","2026-07-31T14:36:44.645024"
"231646838","演员外挂没管过，枪皮箱子纯赌博。 设置优化一坨屎，网络延迟千百十。 匹配机制招如笑，社区文化吓人尿。 只为圈钱乱更新，资本嘴脸寒人心。 你问我以后玩不玩？Why u fking bully me😭","76561199030983383","0","schinese","0","0","2026-07-30T15:06:12","13","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 35718, ""playtime_at_review"": 35718, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.316784","negative","-0.9","0.95","其他","[""外挂"", ""优化"", ""匹配机制"", ""社区文化"", ""圈钱""]","2026-07-31T14:36:47.286974"
"231641139","记得小时候，爸爸买了一台电脑，由于电脑性能不是很好，天天迷上了4399，小的时候总是沉迷于今天晚那个游戏呢？我无意间点开了生死狙击这个游戏，这一玩就是10年，后来游戏衰弱了，渐渐的就对生死狙击不感兴趣了，22年还记得我在工厂里实习，买了人生中第一天属于自己的笔记本电脑，跟我玩的不错的一个同事问我打不打CS，我当时都不知道还有CS这个游戏，我说：不是CF？我只听说过CF没听说 CS，他说很好玩的，于是我也回去下载了一个，于是我就迷上了CS，最开始接触它，只是偶然的尝试，看不懂复杂的道具，打不准简单的预瞄，只会笨拙地跟着队友乱跑，常常白给，却依旧乐此不疲。那时候的快乐特别简单，赢一局匹配能开心半天，残局翻盘会激动好久，哪怕输了，和队友调侃几句，所有失落也都会烟消云散。 实习结束了，但毕业即失业，我找不到工作，只能又回去进工厂了，工厂的日子熬了一天又一天，流水线磨平了我所有的力气。日复一日的重复，强制的加班，压得人喘不上气。我拼了命干，省吃俭用，到头来手里空空，给家里带不回去一分钱。满心的愧疚、自卑和无力，死死堵在胸口，没人说，没人懂，只能自己硬扛。 最后工作还是没了。  没有解脱，只有彻头彻尾的恐慌。  我不敢回家，不敢面对家人的询问，不敢承认自己没本事、没出息、一事无成。走在街头，看着别人正常上班生活，我像个多余的闲人，茫然又狼狈。  我只能躲进网吧。  昏暗油腻的环境，满室的烟味，嘈杂的键盘声，却是我唯一敢待的地方。  我打开CS，一局接一局，停不下来。  我根本不是喜欢玩，我是在逃。  现实太痛了，压力太沉了，迷茫太窒息了。只要屏幕亮起，枪声一响，我就能短暂屏蔽所有烂透的现实。不用想失业，不用想赚钱，不用想亏欠家里的一切，不用自卑自己一无所有。  现实里，我掌控不了任何东西，生活一团糟，步步都是无奈。  但在游戏里，我能对枪、能防守、能翻盘。哪怕只是虚拟的胜利，也能骗自己一瞬间：我不是彻底的废物。  无数个下午到深夜，我盯着屏幕，机械地点着鼠标。输赢早就无所谓，我只是需要声音填满脑子，不让空寂和愧疚吞噬我。  局数越打越多，情绪越来越麻木。  每次游戏结束结算的那一刻，黑屏的瞬间，所有伪装全部崩塌。  现实狠狠砸回来：我失业、没钱、没出路、辜负家人、一无所有。  我知道躲在网吧打游戏很颓废，知道这是自欺欺人，是麻痹自己。可我真的撑不住了。  我没有退路，没有方向，没有人撑腰。  只能靠着一遍遍的枪声，勉强拖着快要垮掉的自己，熬过这段暗无天日、无人问津的低谷。","76561199414799860","1","schinese","0","0","2026-07-30T12:46:02","14","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 56134, ""playtime_at_review"": 56006, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.316977","negative","-0.7","0.9","其他","[""情感寄托"", ""生活压力"", ""游戏逃避""]","2026-07-31T14:36:48.714073"
"231640868","🔫 从小学第一次走进网吧玩《Counter-Strike 2》（以前的 CS:GO）开始，到现在已经过去很多年了。这款游戏陪伴了我的整个童年，也是我青春里最难忘的一部分。❤️  以前一下课就想着约朋友去网吧，大家戴着耳机，一边喊着战术，一边因为一枪爆头而欢呼，也会因为残局失误被朋友疯狂调侃。那时候玩的不只是游戏，更是一段无忧无虑的回忆。🎮  从 CS:GO 到现在的 Counter-Strike 2，虽然画面和引擎都升级了，但那种紧张刺激的枪战、团队配合和竞技魅力始终没有改变。每一场比赛都考验枪法、意识和默契，也正因为如此，它才能一直保持这么高的人气。💥  这么多年过去了，我还是会时不时打开游戏打几场。不只是为了上分，更是为了找回当年在网吧和朋友一起奋战的感觉。那些回忆，真的很珍贵。🥹  谢谢这款游戏陪伴我从小学一路玩到现在。也许时代一直在改变，但 Counter-Strike 带给我的快乐，从来没有变过。❤️  GG. See you next round. 🎯","76561198717800092","1","schinese","0","0","2026-07-30T12:39:02","15","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 6083, ""playtime_at_review"": 6047, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.317165","positive","0.95","0.98","游戏性","[""怀旧"", ""团队配合"", ""竞技魅力""]","2026-07-31T14:36:50.060534"
"231639701","FPS的爹，白开水中的白开水，从不数3之人，竞技游戏最高的山最长的河，晕3D之人噩梦，对新手最友好游戏之一，全网新手教程最详细的游戏，急停这一块，peek这一块，拉枪这一块，枪法定位这一块，压力这一块，残局这一块，智斗这一块，好枪这一块，饰品买命这一块，野牛跳拉这一块，一进地图低头转这一块，小透小锁小雷达这一块，vac只封绿玩这一块，完美我cnm这一块，万年只会沙二这一块，小镇259这一块，中门鸟狙载物这一块，我能打上海major这一块，玩大嫂这一块，往里考这一块，玩宝宝啊啊啊啊啊啊这一块，哪里捐款这一块，物理引擎这一块，地图左下角的狙能给你炸到右上角这一块，从不红温这一块，上完班放松放松这一块，美酒越老越醇厚这一块，越玩越有这一块，这一块这一块","76561199760801536","1","schinese","0","0","2026-07-30T12:11:08","16","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 40942, ""playtime_at_review"": 40522, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.317353","positive","0.8","0.9","游戏性","[""竞技性"", ""新手友好"", ""游戏特色""]","2026-07-31T14:36:51.308355"
"231637673","Incompetent game company Lazy worker Countless cheaters If you play a round of Deathmatch yourself, you'll be surprised to find that there are actually no more than five real players in the game; the rest are all bots.","76561199853812950","0","schinese","0","0","2026-07-30T11:26:50","17","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 10271, ""playtime_at_review"": 10207, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.317557","negative","-0.9","0.95","其他","[""作弊者"", ""机器人玩家""]","2026-07-31T14:36:52.348016"
"231636806","しょうがないな、ちゃんと座ってろよ――それはCSプロシーンにおいて、中国CS史に刻まれるべき一発の奇襲だった。会場は静まり返り、マウスのクリック音と息遣いだけが響く。Tylooは経済的に追い詰められ、メンバー全員がほぼ防具のみの貧装備、まさに丸腰同然。当時、向かい立つのは絶頂期にあった世界最強チーム・Vitality。Dankingは後退の選択肢を捨て、威力を過小評価されがちな軽量スナイパーライフル「SSG 08」を手に取った。その先に立つのは“怪物”ZywOo——CSの頂点に君臨し、反応速度もポジショニングも威圧感も、すべてが異次元。あらゆるスナイパーにとって悪夢のような存在だ。彼は悠然と前線を制圧し、すべてを手中に収めたかのように振る舞う。誰が想像しただろう——その一歩が、東方からの致命的な照準を呼び込むとは。Dankingは足音を殺してフェイスチェック、視線は一点に固定され、無駄な動作も派手な身のこなしもない。ただ息を詰めて狙い澄ました、引き金を引く刹那——塵はまだ、舞い降りていなかった。","76561198771801388","1","schinese","0","0","2026-07-30T11:08:37","18","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 36230, ""playtime_at_review"": 35633, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.317760","positive","0.8","0.9","游戏性","[""电竞"", ""操作"", ""精彩瞬间""]","2026-07-31T14:36:53.860867"
"231635285","死人游戏吗每次更新都是一大堆毛病","76561199638287676","0","schinese","0","0","2026-07-30T10:37:06","19","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 85545, ""playtime_at_review"": 85428, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.318001","negative","-0.8","0.95","游戏性","[""更新"", ""稳定性""]","2026-07-31T14:36:56.630526"
"231633597","超级好玩，希望市场不要崩盘。我是自用玩家","76561198306152741","1","schinese","0","0","2026-07-30T10:01:27","20","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 21826, ""playtime_at_review"": 21194, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.318264","positive","0.8","0.9","游戏性","[""市场"", ""自用玩家""]","2026-07-31T14:36:58.437965"
"231632900","官方对挂的打击力度太小   现在机器人横行","76561199669202465","0","schinese","0","0","2026-07-30T09:46:59","21","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 30198, ""playtime_at_review"": 29935, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.318490","negative","-0.7","0.9","其他","[""反作弊"", ""游戏环境""]","2026-07-31T14:36:59.668346"
"231632489","游戏环境太恶劣了，下载下来想体验一下，玩的普通模式，然后因为听错了一个基础脚步，导致输了一回合，就被好几个人轮着骂，关键我人头数也不低，队里第三，我也很认真在打了。实在是受不了这样的游戏氛围。","76561198448526972","0","schinese","0","0","2026-07-30T09:38:07","22","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 244, ""playtime_at_review"": 244, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.318709","negative","-0.8","0.95","游戏环境","[""玩家行为"", ""社区氛围""]","2026-07-31T14:37:00.966768"
"231632042","好玩欸，画质很好，优化也很顶级，而且移动速度比较快，玩起来比较有爽感","76561198810977825","1","schinese","0","0","2026-07-30T09:27:55","23","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 2394, ""playtime_at_review"": 2152, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.318908","positive","0.9","0.95","游戏性","[""画面"", ""性能"", ""操作""]","2026-07-31T14:37:02.126462"
"231657649","傻逼游戏，开挂的一大堆，官方根本不管，劝退新手和老玩家，cs2一定会死在市场和外挂上","76561198731011392","0","schinese","0","0","2026-07-30T19:04:20","24","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 2427, ""playtime_at_review"": 2325, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.319422","negative","-0.9","0.95","游戏性","[""外挂"", ""官方管理""]","2026-07-31T14:36:38.960123"
"231700285","打完死斗发现今天是7月31日 去年的今天是我第一次打开它的日子 这让我有很多话想说 但是千言万语都可以汇成一句我爱CS 他是我日日夜夜玩的游戏 我爱它 抖音上有一个文案 你想活出怎样的人生 我想我想要的人生就是能打一辈子CS 我想敬17岁热爱游戏的自己 敬我认识的这么多朋友 我爱你们 我爱CS","76561199878191219","1","schinese","0","0","2026-07-31T06:19:01","25","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 121064, ""playtime_at_review"": 120805, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.323102","positive","0.95","0.98","游戏性","[""情感连接"", ""社交"", ""长期投入""]","2026-07-31T14:36:18.960626"
"231684370","真拿你没办法，坐好喽。  那是科隆Major赛场，一场足以载入CS史册的巅峰加冕。场馆万众屏息，喧嚣与沉寂反复更迭，每一次枪声、每一回残局，都是追梦路上最滚烫的注脚。十余载浮沉逐梦，无数次决赛折戟、无数轮遗憾离场，命运无数次将希望与重担，压在孤身前行的NiKo肩上。  他是驰骋赛场多年的传奇，枪法、心态、大赛底蕴早已炉火纯青。常年游走于生死残局，历经无数豪门对决与高压对局，他早已习惯孤身扛队，在绝境之中寻找破局的微光，是无数人心中永不低头的赛场利刃。  这条夺冠之路跌宕滚烫，布满荆棘与考验。小组赛的坚韧坚守，淘汰赛的绝境翻盘，对阵各路豪强的鏖战争锋，一路跌撞前行、逆势而上。褪去年少的急躁锋芒，如今的NiKo沉稳笃定，没有花哨的操作，唯有千锤百炼的功底与千帆过尽的从容。每一次架枪坚守，都是重压之下的担当；每一次残局突围，都是不甘遗憾的抗争。  整场决赛胶着拉扯、惊心动魄，比分交替攀升，局势反复反转，所有人都在等待最终的结局。当最后一声残局终结的音效响彻场馆，所有焦灼与坚守终有归宿。尘埃落定，胜负落定！  历经十余年漫长蛰伏，跨过无数失利低谷，熬过无数彻夜磨砺，NiKo终于登顶科隆之巅，摘下梦寐以求的Major桂冠。压抑多年的遗憾尽数释然，长久的奔赴与坚守终得圆满。赛场欢呼轰然炸裂，聚光灯尽数汇聚在他身上，昔日的无冕之王，终于加冕成王。  一枪一念，岁岁逐光。这不止是一场赛事的胜利，更是意志与热爱的终极凯旋。寥寥赛场对决，承载着他十余年的坚守与倔强，也圆满了无数追随者漫长的青春信仰，让所有踏过的荆棘、熬过的低谷，都化作登顶时最耀眼的荣光。","76561199195769420","1","schinese","0","0","2026-07-31T02:00:49","26","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 31770, ""playtime_at_review"": 31734, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.323331","positive","0.95","0.98","游戏性","[""电竞"", ""赛事"", ""情感""]","2026-07-31T14:36:20.194368"
"231680970","司马游戏，竞技模式直接强制收费吧，不喜欢练枪练道具等的智力低下的过滤掉，有意思吗匹四个弱到爆的队友，不求被带飞，就要求对手和队友的实力旗鼓相当，就想着赚钱去了，市场交易关了吧，我只想要公平且纯粹的竞技，不是和一群脑子里装了史的类人生命个体在做一些愚蠢的事情 炼狱小镇和炙热沙城二我是再也不会玩了，玩这两张图还不如玩人质模式","76561199874756261","0","schinese","0","0","2026-07-31T01:12:04","27","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 44238, ""playtime_at_review"": 44176, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.323540","negative","-0.9","0.95","游戏性","[""匹配机制"", ""地图设计"", ""商业模式""]","2026-07-31T14:36:23.223780"
"231659636","单纯就是好玩，就是有不少垃圾广告。我在这条路上还任重道远呢，再接再厉！","76561199802253114","1","schinese","0","0","2026-07-30T19:42:21","28","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 283, ""playtime_at_review"": 244, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.323727","positive","0.7","0.8","游戏性","[""广告"", ""个人成长""]","2026-07-31T14:36:37.469975"
"231655543","垃圾v社，买了优先我自己开枪技术好一点就TM天天封，建议大家不要买优先了","76561199545551530","0","schinese","0","0","2026-07-30T18:19:29","29","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 34314, ""playtime_at_review"": 34314, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.323900","negative","-0.8","0.95","服务","[""封号"", ""优先匹配""]","2026-07-31T14:36:40.336088"
"231651523","真拿你没办法，坐好喽。那是CS职业赛场上，一记足以载入CNCS记忆的冷枪。赛场寂静的只剩下鼠标点击与呼吸声。天禄深陷经济绝境，全员半甲残装，几乎是赤手空拳。面对当时如日中天的世界第一战队Vitality。DANK1NG没有选择保守退后，而是抓起了那把轻如鸿毛、威力却被无数人轻视的鸟狙——SSG 08。 对面是被称为怪物的ZywOo，此时他正站在CS巅峰，反应、定位、威慑力都几乎无解，是所有狙击手的噩梦。 他前压控场，姿态从容，仿佛一切尽在掌握。 谁也不会想到，这一步会撞上来自东方的致命瞄准。 DANK1NG静步干拉，目光如钉。 没有多余动作，没有花哨身法，只有一瞬的屏息、瞄准。 一发枪响的瞬间，尘埃未落。","76561199765834297","1","schinese","0","1","2026-07-30T16:54:56","30","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 30333, ""playtime_at_review"": 30050, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.324073","positive","0.9","0.95","游戏性","[""电竞"", ""操作"", ""剧情""]","2026-07-31T14:36:43.242974"
"231729668","非常好玩，唯一不足的就是外挂有点猖，最简单的fps游戏了，上手仅需10分钟，精通要一辈子awa","76561199470241302","1","schinese","2","0","2026-07-31T17:24:19","31","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 14317, ""playtime_at_review"": 14185, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.311539","positive","0.7","0.8","游戏性","[""外挂问题"", ""上手难度""]","2026-07-31T14:36:04.239286"
"231724728","CS2 从来不是一款 “讨好所有人” 的游戏。 如果你是追求极致竞技的硬核玩家，愿意花几十小时重构肌肉记忆，它更高的战术上限、更精准的判定逻辑、持续迭代的反作弊，都值得你投入时间； 如果你是休闲娱乐的轻度玩家，怀念 CS:GO 轻松的身法和单向烟套路，CS2 可能会让你觉得 “费劲又不好玩”； 如果你是纯新手，更友好的视觉效果、更清晰的信息反馈是加分项，但极高的技能天花板和严苛的容错率，依然会让入门过程充满挫败。 说到底，CS 的核心魅力从来没变 —— 它公平、硬核、 reward effort，你投入的每一小时练枪、每一次复盘，都会实打实转化成对局里的优势。CS2 只是把这条成长之路铺得更现代化了一些，路上的荆棘和荣光，一如往昔。","76561199238829019","1","schinese","1","0","2026-07-31T15:26:44","32","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 75258, ""playtime_at_review"": 75152, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.311952","positive","0.7","0.8","游戏性","[""竞技性"", ""成长曲线"", ""公平性""]","2026-07-31T14:36:09.949350"
"231739211","法国八廓街上的法国北部i色的韩国","76561199752536544","1","schinese","0","0","2026-07-31T20:43:32","33","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 538, ""playtime_at_review"": 455, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.313084","neutral","0.0","0.5","其他","None","2026-07-31T14:35:57.906020"
"231738384","作弊的玩家太多了。反作弊系统一点作用都没有","76561198212077140","0","schinese","0","0","2026-07-31T20:29:03","34","steam","steam:730","{""name"": ""Counter-Strike 2"", ""type"": ""game""}","{""appid"": ""730"", ""playtime_forever"": 25470, ""playtime_at_review"": 25407, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false}","2026-07-31T14:35:53.313295","negative","-0.8","0.95","游戏性","[""反作弊"", ""玩家行为""]","2026-07-31T14:35:59.026663"
